Epoch	AvgRewardsLast100Ep	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	EpLen	AverageVVals1	StdVVals1	MaxVVals1	MinVVals1	AverageVVals2	StdVVals2	MaxVVals2	MinVVals2	TotalEnvInteracts	LossPi1	LossPi2	LossV1	LossV2	DeltaLossPi1	DeltaLossPi2	DeltaLossV1	DeltaLossV2	Entropy1	Entropy2	KL1	KL2	ClipFrac1	ClipFrac2	StopIter1	StopIter2	Time
12	0.01954999938607216	0.01690583	0.03677376	0.1	0.0	17.820627	0.029038902	0.086474694	1.2600771	0.0	0.02658109	0.08299857	0.83697355	0.0	52000	-1.1175871e-08	-1.1175871e-08	0.008832188	0.008131949	-0.028741512	-0.031471442	-0.00037302228	-0.00036248297	0.8274436	0.87201124	-0.013936106	-0.0073259706	0.138	0.13749999	79.0	79.0	58.293981075286865
13	0.019475001841783524	0.020863637	0.039562147	0.1	0.0	18.095455	0.02656556	0.08148403	0.9858823	0.0	0.024366856	0.07818267	0.8244868	0.0	56000	5.5879354e-09	-1.1175871e-08	0.0077636344	0.0073075257	-0.027109466	-0.032251872	-0.00033268775	-0.00026069907	0.84302354	0.86714137	-0.013996824	-0.006746427	0.15075001	0.169	79.0	79.0	62.801331996917725
14	0.019574999809265137	0.017654868	0.037549797	0.1	0.0	17.561947	0.02674021	0.08178333	1.0520016	0.0	0.025807755	0.07996952	0.94836056	0.0	60000	-2.4214387e-08	-6.519258e-09	0.007672288	0.007379524	-0.029526295	-0.03101029	-0.00030896836	-0.0003385241	0.82240903	0.835698	-0.010623276	-0.01282256	0.15425	0.15825	79.0	79.0	67.63350820541382
15	0.01927500031888485	0.020276498	0.039160747	0.1	0.0	18.350231	0.025406737	0.077072136	0.8471465	0.0	0.022675652	0.07494485	0.9466778	0.0	64000	-2.188608e-08	-3.958121e-09	0.007131195	0.006706394	-0.027716149	-0.027860656	-0.00029147137	-0.00022966263	0.7979921	0.83121777	-0.014926972	-0.0057705534	0.143	0.154	79.0	79.0	72.47024512290955
16	0.021774999797344208	0.023444979	0.041854136	0.1	0.0	18.799044	0.023353592	0.076102145	0.81118035	0.0	0.023474285	0.074204616	0.7631746	0.0	68000	9.313226e-09	-4.4237822e-08	0.0069947704	0.006434419	-0.031026267	-0.031329747	-0.00023079233	-0.00025425642	0.779697	0.80978227	-0.009215241	-0.012611492	0.16875	0.15375	79.0	79.0	77.9585690498352
17	0.02070000022649765	0.019013453	0.038409114	0.1	0.0	17.775785	0.024133058	0.075260475	0.82566035	0.0	0.023978421	0.075405955	0.8436791	0.0	72000	1.6763806e-08	1.8626451e-09	0.0066759163	0.0065416032	-0.030668056	-0.031053716	-0.00024152931	-0.00029140082	0.7637009	0.7970448	-0.012564049	-0.015166225	0.16174999	0.15325	79.0	79.0	83.01448225975037
18	0.018800001591444016	0.019375	0.039726324	0.19	0.0	17.71875	0.024122497	0.07229141	0.6956141	0.0	0.02125837	0.0682614	0.6883887	0.0	76000	-1.0244548e-08	1.9092113e-08	0.0064449185	0.0055777887	-0.031758465	-0.029941548	-0.0002528868	-0.0001984404	0.7405188	0.7766006	-0.013609149	-0.020568311	0.18875	0.1755	79.0	79.0	88.16885304450989
19	0.019825000315904617	0.021545453	0.040309854	0.1	0.0	18.081818	0.023173248	0.07466523	0.9306685	0.0	0.024261806	0.07579609	0.76197517	0.0	80000	9.313226e-10	-1.8626451e-08	0.006726848	0.0069656232	-0.009020802	-0.03193435	-0.00024742167	-0.00027989433	0.7011952	0.74357545	0.015125656	-0.012542049	0.1435	0.16	5.0	79.0	93.19578504562378
20	0.019975000992417336	0.017433628	0.03709063	0.1	0.0	17.548672	0.02256176	0.07298867	0.76396966	0.0	0.021547737	0.07036118	0.71926373	0.0	84000	1.5832484e-08	1.1175871e-08	0.0061763036	0.005781352	-0.028565735	-0.028750911	-0.000212215	-0.00022048061	0.7001165	0.73405945	-0.015509499	-0.01587228	0.14	0.1465	79.0	79.0	98.48614501953125
21	0.015600000508129597	0.015242291	0.035162408	0.1	0.0	17.431719	0.024182742	0.07481515	0.6975726	0.0	0.01956546	0.065424606	0.6025153	0.0	88000	1.8626451e-09	-1.3154931e-08	0.0066415076	0.005203669	-0.03309287	-0.026158294	-0.00026834512	-0.00017760764	0.6936095	0.71867275	-0.011875891	-0.016845625	0.154	0.15675	79.0	79.0	104.00525522232056
22	0.015425000339746475	0.017173912	0.036929023	0.1	0.0	17.278261	0.021658288	0.070194036	0.8508536	0.0	0.020052003	0.06525149	0.66029537	0.0	92000	6.9849193e-09	-2.7939677e-09	0.005879368	0.0051902523	-0.027999282	-0.027342787	-0.00019588962	-0.00017475116	0.6739005	0.7046809	-0.015128072	-0.020004751	0.14975	0.16174999	79.0	79.0	109.77851915359497
23	0.01992500014603138	0.021800948	0.040243078	0.1	0.0	18.696682	0.021082189	0.06768785	0.6574654	0.0	0.020527191	0.06969536	0.89987254	0.0	96000	2.9802322e-08	-3.7252903e-08	0.005413823	0.005823343	-0.029007217	-0.027810875	-0.00019155617	-0.0002143943	0.6532179	0.67991686	-0.015577409	-0.009766406	0.15200001	0.1515	79.0	79.0	115.08147716522217
24	0.01940000057220459	0.017142858	0.036825567	0.1	0.0	17.549107	0.020435287	0.06610462	0.7286556	0.0	0.020464182	0.06651713	0.6545984	0.0	100000	1.1175871e-08	-8.8475645e-09	0.0052136555	0.0053159017	-0.030451309	-0.029626451	-0.00018736231	-0.0001895125	0.6404501	0.6674259	-0.015049137	-0.009245596	0.1755	0.16925001	79.0	79.0	121.07862710952759
25	0.0184749998152256	0.018274337	0.038799863	0.19	0.0	17.610619	0.020764368	0.06481782	0.7596663	0.0	0.017146576	0.05794513	0.5753799	0.0	104000	0.0	3.259629e-09	0.0054289917	0.004369232	-0.03130567	-0.025046203	-0.0001771301	-0.00012835639	0.60748297	0.6593586	-0.010379128	-0.018770482	0.19174999	0.154	79.0	79.0	126.37529706954956
26	0.01850000023841858	0.018311111	0.037733465	0.1	0.0	17.644444	0.019746598	0.064022556	0.5687282	0.0	0.019673355	0.0662017	0.7605543	0.0	108000	1.8626451e-09	1.3969839e-09	0.0049590943	0.0052850666	-0.028256083	-0.027929284	-0.00015487103	-0.00019249914	0.5758092	0.6524648	-0.014425132	-0.012370499	0.169	0.15200001	79.0	79.0	131.7093391418457
27	0.017899999395012856	0.017345132	0.038085088	0.2	0.0	17.530973	0.01850136	0.06089242	0.5958067	0.0	0.019267168	0.063955724	0.87392175	0.0	112000	-1.5366822e-08	7.450581e-09	0.004703006	0.004947193	-0.028453737	-0.02872966	-0.00014254905	-0.00018806127	0.55576736	0.65303594	-0.0179477	-0.01826352	0.17525	0.174	79.0	79.0	136.94169902801514
28	0.021050000563263893	0.023714285	0.04140985	0.1	0.0	18.690475	0.017872272	0.060134195	0.7077646	0.0	0.01713361	0.059644133	0.63044244	0.0	116000	-4.656613e-10	1.8626451e-09	0.004525901	0.004432841	-0.03177666	-0.029007379	-0.00012227241	-0.00014519983	0.5388583	0.6336624	-0.008580984	-0.01360948	0.18675	0.19825	79.0	79.0	142.40821599960327
29	0.023274999111890793	0.022790698	0.04093816	0.1	0.0	18.381395	0.018876154	0.061129563	0.7364093	0.0	0.015624174	0.05696485	0.66572684	0.0	120000	2.7939677e-09	-1.3969839e-08	0.0047369287	0.0040973523	-0.030716103	-0.029736895	-0.00014181132	-0.00011501607	0.5184793	0.6082051	-0.013167138	-0.004939163	0.17650001	0.20175	79.0	79.0	147.85805797576904
30	0.02277500182390213	0.022971699	0.041403893	0.1	0.0	18.726416	0.018696332	0.06040011	0.6248856	0.0	0.016268818	0.057346795	0.6224641	0.0	124000	-1.4901161e-08	-6.9849193e-09	0.0046479474	0.0041862163	-0.034400977	-0.031661384	-0.00014132645	-0.00012811343	0.50122446	0.6100553	-0.008525141	-0.013650058	0.199	0.19825	79.0	79.0	153.61443400382996
31	0.022050000727176666	0.020684933	0.03963286	0.1	0.0	18.13242	0.018088356	0.059598573	0.7081229	0.0	0.01632491	0.05827595	0.6689386	0.0	128000	-4.773028e-09	1.1175871e-08	0.0048014876	0.0043847365	-0.031823203	-0.02878546	-0.00012473809	-0.00014322053	0.48287743	0.57844305	-0.012004143	-0.009845929	0.18875	0.1805	79.0	79.0	160.95755004882812
32	0.020150000229477882	0.019502264	0.03978706	0.2	0.0	17.837105	0.017605107	0.05667262	0.5347705	0.0	0.017091583	0.05892993	0.83154273	0.0	132000	1.1175871e-08	1.2340024e-08	0.004235462	0.004317505	-0.033945326	-0.028957587	-0.00012745376	-0.0001488541	0.46772188	0.55733746	-0.006948983	-0.0101200435	0.19275	0.187	79.0	79.0	169.50870394706726
33	0.02267500013113022	0.025436897	0.04274051	0.1	0.0	19.145632	0.017175462	0.057671245	0.5240919	0.0	0.015427402	0.054788064	0.66056454	0.0	136000	-1.7695129e-08	9.313226e-09	0.004287767	0.003979151	-0.036025256	-0.030081773	-0.00011565379	-0.000114360126	0.44912523	0.55920815	-0.0061252885	-0.0027562266	0.20625	0.20300001	79.0	79.0	176.6000111103058
34	0.023724999278783798	0.022102803	0.04062328	0.1	0.0	18.364487	0.016329285	0.054782525	0.49178606	0.0	0.014714719	0.054323513	0.7752366	0.0	140000	1.1175871e-08	-5.5879354e-09	0.003933692	0.0038722497	-0.032814976	-0.029751306	-0.00010239199	-0.00010574184	0.42003182	0.5451408	-0.0066362177	-0.008502893	0.2065	0.19950001	79.0	79.0	183.40075707435608
35	0.022725000977516174	0.023269232	0.04142747	0.1	0.0	18.85577	0.016985787	0.056704577	0.5193927	0.0	0.015744586	0.058005992	0.7298749	0.0	144000	-9.313226e-09	9.080395e-09	0.004167729	0.0041717095	-0.033539176	-0.027488772	-0.00013016665	-0.00014564226	0.39574036	0.52512026	-0.0069871196	-0.0065245526	0.1945	0.19225001	79.0	79.0	189.7998640537262
36	0.023024998605251312	0.022971697	0.041913427	0.19	0.0	18.669811	0.014843257	0.051305074	0.55219895	0.0	0.014922118	0.052017182	0.51779866	0.0	148000	8.8475645e-09	-1.3969839e-09	0.003461366	0.003795575	-0.030922368	-0.03190798	-9.3715906e-05	-0.00010124	0.3940774	0.5077997	-0.015023274	8.0501195e-05	0.19825	0.224	79.0	79.0	196.34199810028076
37	0.02070000022649765	0.017347826	0.038441494	0.2	0.0	17.230434	0.015103447	0.050692894	0.4840684	0.0	0.0139761465	0.050136313	0.57839316	0.0	152000	1.6763806e-08	9.313226e-09	0.0036474224	0.0032417418	-0.031635784	-0.02825649	-8.579588e-05	-9.4758405e-05	0.36701745	0.47995237	-0.0069385977	-0.011835227	0.17324999	0.18875	79.0	79.0	202.887060880661
38	0.01940000057220459	0.020227272	0.039398234	0.1	0.0	18.122726	0.01689608	0.05603694	0.54975647	0.0	0.013069054	0.04769316	0.48776808	0.0	156000	-1.3038516e-08	1.21071935e-08	0.004045426	0.003033467	-0.031732544	-0.03054918	-0.00012561423	-7.518049e-05	0.35422322	0.44463438	-0.0032932376	-0.007500383	0.1995	0.18200001	79.0	79.0	209.2214331626892
39	0.020925000309944153	0.022186048	0.04037456	0.1	0.0	18.44186	0.013769195	0.047933158	0.4748522	0.0	0.014476104	0.052231614	0.7868606	0.0	160000	-3.7252903e-09	2.514571e-08	0.0032681497	0.0035455679	-0.033310883	-0.03001443	-8.1912265e-05	-9.945122e-05	0.3431494	0.43648234	-0.0069322553	-0.002579352	0.181	0.18875	79.0	79.0	215.30523800849915
40	0.023924998939037323	0.023935186	0.042522058	0.19	0.0	18.333334	0.0140560875	0.049968094	0.5607959	0.0	0.013270609	0.04845083	0.62260324	0.0	164000	1.3038516e-08	7.450581e-09	0.0034641507	0.0032482306	-0.031189226	-0.030400854	-8.445408e-05	-8.3766005e-05	0.3406105	0.4262011	-0.003214906	-0.00019797916	0.19749999	0.20825	79.0	79.0	221.33317804336548
41	0.022300001233816147	0.021643193	0.041232474	0.19	0.0	18.586855	0.013056505	0.045344863	0.37829357	0.0	0.01303198	0.04760863	0.5573334	0.0	168000	-2.1187589e-08	-3.7252903e-09	0.0031527616	0.0030501736	-0.033104986	-0.029097306	-6.749993e-05	-8.136121e-05	0.3217993	0.41069996	-0.00649849	-0.0114544	0.18825	0.20075001	79.0	79.0	226.92514991760254
42	0.02397499978542328	0.027378643	0.043297596	0.1	0.0	19.23301	0.012007367	0.0430178	0.45674983	0.0	0.013310563	0.04867688	0.62960196	0.0	172000	0.0	-2.2351742e-08	0.0028736293	0.0033823156	-0.032759547	-0.033758268	-5.2329502e-05	-9.1371476e-05	0.31662285	0.39195305	0.0012067871	0.003161706	0.20025	0.2115	79.0	79.0	232.46961903572083
43	0.025875002145767212	0.024433963	0.04287059	0.19	0.0	18.783018	0.013414761	0.04745056	0.52057785	0.0	0.011389854	0.04250195	0.38165212	0.0	176000	0.0	-1.816079e-08	0.0033862384	0.0027803218	-0.03445962	-0.031735636	-7.891224e-05	-5.441549e-05	0.2935044	0.36711586	0.0026537334	0.0069597545	0.213	0.208	79.0	79.0	238.10721111297607
44	0.021324999630451202	0.018697677	0.03801073	0.1	0.0	18.311628	0.012381615	0.043037567	0.4429766	0.0	0.012960337	0.04805158	0.5931215	0.0	180000	-1.8626451e-08	-3.8184226e-08	0.0027134158	0.0030536125	-0.030455042	-0.032170452	-6.8934576e-05	-8.881069e-05	0.26512635	0.34441572	-0.006964772	-0.0053992975	0.19174999	0.20075	79.0	79.0	243.78737902641296
45	0.022874999791383743	0.027821781	0.043908183	0.1	0.0	19.594059	0.013197808	0.046918627	0.5666774	0.0	0.011316561	0.043739792	0.7252268	0.0	184000	-1.6763806e-08	-1.1175871e-08	0.0033057295	0.0028787523	-0.036785904	-0.030368578	-7.225148e-05	-6.3717365e-05	0.26511303	0.34110913	-0.001265714	0.0050297673	0.23075	0.21149999	79.0	79.0	249.42671990394592
46	0.025100000202655792	0.022169814	0.042548634	0.19	0.0	18.62264	0.0121907275	0.045044176	0.50212306	0.0	0.011540596	0.043202944	0.50523806	0.0	188000	-4.0978193e-08	9.429641e-09	0.0029760157	0.0029312915	-0.029323623	-0.034388937	-7.3160336e-05	-6.0462742e-05	0.23773727	0.32931653	-0.008227286	0.009564839	0.19925	0.22674999	79.0	79.0	255.13020205497742
47	0.02747500129044056	0.031794872	0.04556606	0.1	0.0	20.364103	0.012123898	0.044361763	0.43905666	0.0	0.010289107	0.0403055	0.38786975	0.0	192000	-1.3038516e-08	1.6763806e-08	0.0032720747	0.0027025582	-0.012915438	-0.03008097	-6.052456e-05	-4.826294e-05	0.21753389	0.3031762	0.01666304	0.01742158	0.1825	0.20875001	6.0	74.0	260.3433690071106
48	0.030524998903274536	0.03071795	0.04506972	0.1	0.0	20.251282	0.011425482	0.0429237	0.46365833	0.0	0.0104171485	0.041212782	0.45916662	0.0	196000	9.313226e-09	3.7252903e-08	0.003373581	0.0025297955	-0.020904712	-0.0072797807	-4.8435177e-05	-5.3441036e-05	0.21578866	0.281787	0.01693058	0.01694126	0.21825	0.1495	20.0	5.0	265.45384907722473
49	0.02732500061392784	0.024428569	0.042109918	0.1	0.0	19.004763	0.010799302	0.040271934	0.5165371	0.0	0.011580347	0.04603504	0.7417467	0.0	200000	-9.546056e-09	2.9802322e-08	0.0029135589	0.0031045878	-0.03219527	-0.031238183	-4.5967055e-05	-7.2911906e-05	0.2105587	0.28062412	0.008676043	0.0039007266	0.219	0.22	79.0	79.0	271.07982110977173
50	0.02592499926686287	0.026919192	0.04462078	0.2	0.0	19.924242	0.010652915	0.040119812	0.42174911	0.0	0.010829287	0.041909162	0.617418	0.0	204000	-7.450581e-09	9.313226e-09	0.002860161	0.0027271812	-0.022327462	-0.03099205	-4.7262118e-05	-6.2228064e-05	0.19140407	0.24651538	0.015061224	0.008339042	0.21025	0.22075	17.0	79.0	276.5185761451721
51	0.02865000069141388	0.03	0.04498756	0.1	0.0	19.756218	0.010572561	0.03995167	0.4922865	0.0	0.010043969	0.039905645	0.6117031	0.0	208000	2.188608e-08	-2.561137e-09	0.0029385644	0.0026907756	-0.028611667	-0.022726987	-4.1179475e-05	-5.05395e-05	0.18395957	0.22271802	0.015336368	0.015139538	0.21475	0.1755	27.0	19.0	281.8828721046448
52	0.029200000688433647	0.02969543	0.04442422	0.1	0.0	20.233503	0.010694158	0.039824404	0.38058433	0.0	0.010397871	0.04170938	0.60840553	0.0	212000	-2.4214387e-08	1.6298145e-08	0.0030699703	0.0026815583	-0.031600587	-0.017928272	-4.508329e-05	-6.389787e-05	0.17331055	0.22411093	0.016151164	0.015316618	0.2425	0.169	37.0	17.0	287.7628631591797
53	0.026850000023841858	0.024223302	0.043411877	0.2	0.0	19.208738	0.010785772	0.040335063	0.5487746	0.0	0.009560546	0.038857155	0.5107486	0.0	216000	-1.6239937e-08	7.450581e-09	0.003296586	0.0022766031	-0.017691394	-0.030605469	-4.8062473e-05	-4.6526256e-05	0.15366875	0.22421318	0.018663405	0.0074553024	0.19725001	0.21425	13.0	79.0	293.99002599716187
54	0.027024999260902405	0.02969388	0.04477732	0.1	0.0	20.102041	0.010804913	0.040093094	0.44384834	0.0	0.009524233	0.038664512	0.46200967	0.0	220000	1.3038516e-08	-1.816079e-08	0.0029684645	0.0024718537	-0.027918253	-0.013821488	-5.074381e-05	-4.9027294e-05	0.14874804	0.20390826	0.015223663	0.016062459	0.21274999	0.17250001	26.0	8.0	299.81052112579346
55	0.028725001960992813	0.027487438	0.045608323	0.2	0.0	19.748743	0.010426563	0.039578732	0.49610388	0.0	0.010073047	0.04048831	0.57603395	0.0	224000	3.7252903e-09	-1.3038516e-08	0.00272498	0.0027192535	-0.011332846	-0.031386744	-5.5393088e-05	-5.9916463e-05	0.14331107	0.20251341	0.017977118	0.01621878	0.17625	0.21450001	4.0	64.0	305.4457321166992
56	0.026599999517202377	0.026089111	0.04272931	0.1	0.0	19.51485	0.010115292	0.037920244	0.54183114	0.0	0.009288174	0.03696815	0.37642485	0.0	228000	-5.5879354e-09	9.313226e-09	0.0025164192	0.0023624818	-0.02155741	-0.026379988	-4.7614914e-05	-4.9047347e-05	0.14251007	0.20041548	0.015599152	0.0151517475	0.201	0.20050001	19.0	35.0	311.2420220375061
57	0.02785000205039978	0.0293	0.044311516	0.1	0.0	19.725	0.009438608	0.0371091	0.48391414	0.0	0.009562015	0.03857406	0.5831347	0.0	232000	0.0	2.2351742e-08	0.0024808322	0.0024940413	-0.019604756	-0.032806605	-4.153879e-05	-4.9491995e-05	0.13943475	0.19397412	0.015585043	0.015030626	0.199	0.2245	15.0	62.0	317.44904494285583
58	0.03164999932050705	0.03271357	0.048698366	0.3	0.0	19.86432	0.010369851	0.040053833	0.47642642	0.0	0.009006181	0.03604112	0.4577569	0.0	236000	-2.7939677e-09	-1.0244548e-08	0.0030250312	0.0022488225	-0.009933481	-0.02694824	-5.3121767e-05	-3.9246777e-05	0.13640043	0.17358243	0.01741954	0.017068382	0.18024999	0.211	4.0	30.0	323.1514322757721
59	0.02890000119805336	0.02487923	0.04359298	0.2	0.0	19.135265	0.009248056	0.03537421	0.29872692	0.0	0.008471035	0.034726124	0.5105305	0.0	240000	-1.6763806e-08	-5.5879354e-09	0.002420873	0.0021067974	-0.01066942	-0.015444221	-3.6067562e-05	-3.8621132e-05	0.13585883	0.16392688	0.01545581	0.015887544	0.17999999	0.193	7.0	10.0	329.2584581375122
60	0.025450000539422035	0.02631068	0.045698255	0.2	0.0	19.15534	0.0092796665	0.035864	0.4773207	0.0	0.008713125	0.034969933	0.47818786	0.0	244000	2.188608e-08	3.7252903e-09	0.0026957134	0.002231157	-0.02606374	-0.016121633	-3.4704164e-05	-4.3758366e-05	0.13494156	0.1621178	0.016018944	0.015394091	0.229	0.17725	33.0	8.0	335.46340823173523
61	0.026399999856948853	0.027376238	0.043731257	0.1	0.0	19.524752	0.008510706	0.034184538	0.43011442	0.0	0.008264063	0.034758683	0.5009607	0.0	248000	-9.313226e-09	-2.7939677e-09	0.002249999	0.0021268558	-0.00786487	-0.019581024	-3.0869793e-05	-3.6967453e-05	0.12364032	0.16164674	0.0174946	0.015308179	0.1515	0.19350001	5.0	17.0	341.3360381126404
62	0.0276000015437603	0.02847716	0.045181144	0.19	0.0	20.096447	0.0086428905	0.0339391	0.36635426	0.0	0.007756766	0.033197146	0.5198174	0.0	252000	-1.3504177e-08	-1.8626451e-08	0.0022939919	0.0022443077	-0.020883154	-0.015306513	-3.147003e-05	-3.278232e-05	0.12137091	0.15875983	0.01622058	0.018161329	0.20549999	0.18924999	16.0	14.0	347.1753981113434
63	0.029899999499320984	0.031237116	0.046256963	0.2	0.0	20.329897	0.008442517	0.034496754	0.4144544	0.0	0.007914778	0.032423284	0.364632	0.0	256000	-1.3504177e-08	3.7252903e-09	0.002404647	0.0021886504	-0.016189376	-0.017632466	-3.554672e-05	-3.1100906e-05	0.11748162	0.15801789	0.015257541	0.016555812	0.1695	0.20625001	10.0	17.0	352.8256471157074
64	0.02927500009536743	0.027696079	0.0451043	0.2	0.0	19.416666	0.008879753	0.034955524	0.40143406	0.0	0.0076465523	0.031333584	0.3473808	0.0	260000	-3.7252903e-09	-1.3038516e-08	0.0025475954	0.0019582063	-0.007906957	0.00623523	-3.8786704e-05	-3.3158198e-05	0.11613626	0.15423074	0.01517079	0.023768846	0.1945	0.227	6.0	1.0	358.69731307029724
65	0.028349999338388443	0.030360823	0.04643334	0.19	0.0	20.381443	0.008236981	0.033567965	0.4209481	0.0	0.008127211	0.033140913	0.39753252	0.0	264000	-2.2584572e-08	6.519258e-09	0.0025420338	0.002206799	-0.018534292	0.007731308	-3.172597e-05	-4.121801e-05	0.11508486	0.15395136	0.016453784	0.021398675	0.19325	0.20300001	13.0	1.0	364.4507620334625
66	0.029600000008940697	0.028606964	0.045548614	0.2	0.0	19.64179	0.008277927	0.032497674	0.36967877	0.0	0.0077836774	0.03195183	0.3698634	0.0	268000	-1.6763806e-08	-1.1175871e-08	0.0024158363	0.0018939193	-0.028743932	-0.033223312	-2.8481969e-05	-3.8238155e-05	0.111148156	0.15371454	0.016425624	0.0142254345	0.20875001	0.23525	34.0	79.0	370.52175998687744
67	0.03232499957084656	0.035721928	0.047929175	0.2	0.0	20.930481	0.0077681607	0.033489466	0.37941816	0.0	0.007113305	0.031055918	0.37193877	0.0	272000	3.1664968e-08	-1.3969839e-08	0.0025387486	0.0019314388	-0.01990976	-0.017977452	-2.6719994e-05	-2.9064046e-05	0.0979744	0.14809541	0.01792518	0.015802324	0.18175	0.16100001	13.0	9.0	376.1415390968323
