Epoch	AvgRewardsLast100Ep	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	EpLen	AverageVVals1	StdVVals1	MaxVVals1	MinVVals1	AverageVVals2	StdVVals2	MaxVVals2	MinVVals2	TotalEnvInteracts	LossPi1	LossPi2	LossV1	LossV2	DeltaLossPi1	DeltaLossPi2	DeltaLossV1	DeltaLossV2	Entropy1	Entropy2	KL1	KL2	ClipFrac1	ClipFrac2	StopIter1	StopIter2	Time
29	0.03604999929666519	0.0357754	0.04635151	0.1	0.0	21.171124	0.00011687224	0.0040897424	0.21512301	0.0	8.3366096e-05	0.0024536808	0.08926863	0.0	120000	2.9802322e-08	0.0	0.0013980849	0.0015105784	-0.023858465	-0.009457335	-2.5727495e-06	-1.6758568e-06	0.653384	0.67526835	0.015094265	0.015724823	0.104	0.11475	25.0	8.0	164.191419839859
30	0.034575000405311584	0.033248734	0.045882266	0.1	0.0	20.121828	0.0001309912	0.0052046804	0.23329176	0.0	5.5322602e-05	0.002647967	0.1567646	0.0	124000	-5.5879354e-09	-2.6077032e-08	0.0015092513	0.0010483698	-0.022569185	-0.025578747	-5.2081305e-06	-1.3555255e-06	0.64915746	0.67348003	0.015033595	0.015058953	0.109000005	0.11125	22.0	37.0	170.0957808494568
31	0.0367249995470047	0.040934063	0.05100858	0.29	0.0	21.587912	6.349436e-05	0.0020739527	0.1096369	0.0	6.158791e-05	0.002268325	0.11745296	0.0	128000	-3.7252903e-09	0.0	0.0015904666	0.0019394539	-0.022067057	-0.02907759	-7.288996e-06	-2.4778856e-06	0.6421747	0.6638091	0.015743235	0.0152542945	0.1105	0.12375	23.0	48.0	177.13357973098755
32	0.04130000248551369	0.040607736	0.049863525	0.19	0.0	21.845304	0.00033998542	0.0073614297	0.20897652	0.0	2.0118527e-05	0.00067079806	0.02884493	0.0	132000	-3.7252903e-09	2.4214387e-08	0.0017962119	0.0015354949	-0.0304799	-0.02865344	-1.31499255e-05	-3.9209554e-06	0.63507414	0.64825773	0.015221121	0.015109044	0.11675	0.10875	37.0	41.0	183.23177981376648
33	0.04327499866485596	0.043988764	0.049902603	0.2	0.0	22.2809	8.61864e-05	0.0029094594	0.13052243	0.0	0.00012422478	0.004768335	0.2562893	0.0	136000	-1.3038516e-08	-3.7252903e-09	0.0016954918	0.0019151536	-0.023000438	-0.033382893	-1.9357394e-06	-5.887676e-06	0.6311354	0.6372103	0.015080328	0.01504733	0.1125	0.128	25.0	45.0	189.15605878829956
34	0.04272500053048134	0.042471267	0.04778047	0.1	0.0	22.5	0.00014701986	0.0044511263	0.18145685	0.0	8.254666e-07	5.2200572e-05	0.0033018664	0.0	140000	-1.4901161e-08	3.7252903e-09	0.001788555	0.0013090128	-0.023198958	-0.031182667	-1.6688136e-06	-1.7520506e-08	0.62886846	0.6225461	0.015091781	0.015479847	0.104	0.120000005	24.0	49.0	194.8588240146637
35	0.043925002217292786	0.04544944	0.048192848	0.1	0.0	22.264046	0.00022938501	0.0050615226	0.19253561	0.0	4.182168e-05	0.0022425954	0.13901262	0.0	144000	3.7252903e-09	1.4901161e-08	0.0018257927	0.0014223959	-0.018956762	-0.025779232	-4.7684007e-06	-5.1778625e-07	0.6224623	0.605093	0.015518734	0.01520941	0.10325	0.123500004	17.0	25.0	200.5298399925232
36	0.04370000213384628	0.041555557	0.050901018	0.2	0.0	21.972221	0.00026421843	0.005917231	0.20227434	0.0	1.5977945e-05	0.00064330065	0.035319403	0.0	148000	-4.656613e-09	-1.4901161e-08	0.0019407759	0.0014953739	-0.015751116	-0.025337791	-4.383328e-06	-3.870373e-06	0.62035906	0.599112	0.0154887345	0.015029674	0.10175	0.10975	15.0	26.0	206.175776720047
37	0.04317500442266464	0.041912567	0.047668632	0.1	0.0	21.628416	5.4007993e-05	0.0019271687	0.10506991	0.0	5.710037e-05	0.0021445912	0.119728625	0.0	152000	7.450581e-09	1.1175871e-08	0.0014717858	0.0015220447	-0.02746923	-0.032648794	-4.7605135e-07	-8.890056e-07	0.61812824	0.5909579	0.015139851	0.015417325	0.105000004	0.134	35.0	50.0	211.7570939064026
38	0.042900003492832184	0.04422222	0.04792304	0.1	0.0	22.072222	0.00020972516	0.005652231	0.20413125	0.0	1.017399e-05	0.0006433792	0.040695958	0.0	156000	9.313226e-09	-1.1175871e-08	0.0016072354	0.0015913177	-0.024656551	-0.036637276	-4.4385088e-06	-3.7284917e-07	0.61321044	0.57811576	0.015032496	0.015075292	0.1225	0.13800001	24.0	55.0	217.45252108573914
39	0.044725000858306885	0.045314286	0.048365142	0.1	0.0	22.697144	6.823196e-05	0.0023583928	0.120007746	0.0	0.00015796986	0.0047902754	0.21773744	0.0	160000	1.5832484e-08	3.3527613e-08	0.0019208079	0.0013875824	-0.016754441	-0.028457329	-1.2005912e-06	-5.874899e-06	0.61007386	0.56660825	0.015392257	0.015192872	0.12	0.11325	12.0	38.0	222.66064596176147
40	0.041450001299381256	0.038333334	0.0481029	0.19	0.0	21.9	0.00013305558	0.004080545	0.21554004	0.0	4.4292774e-05	0.0015810498	0.07873787	0.0	164000	-2.7939677e-09	-1.6763806e-08	0.0015970211	0.0014811977	-0.02390001	-0.03140256	-3.4262775e-06	-2.62892e-06	0.6067895	0.55701613	0.015371292	0.015071771	0.110999994	0.12575	23.0	40.0	228.07576894760132
41	0.04245000332593918	0.04542857	0.04848227	0.1	0.0	22.62857	0.00019353586	0.0040064333	0.13541426	0.0	6.0494094e-06	0.00029035722	0.016821787	0.0	168000	-5.9604645e-08	-2.2351742e-08	0.0021048235	0.0011480927	-0.03267441	-0.025860284	-8.498813e-06	-1.924258e-06	0.6020251	0.5470208	0.015101215	0.01579068	0.13024999	0.1165	40.0	28.0	233.57084798812866
42	0.04565000161528587	0.04754491	0.048516523	0.1	0.0	23.688623	8.717601e-05	0.0023815616	0.09625287	0.0	7.3113275e-05	0.0022268724	0.10786523	0.0	172000	-7.450581e-09	1.4901161e-08	0.0019074929	0.0014250092	-0.027630351	-0.03176303	-2.204103e-05	-3.4936238e-06	0.59491664	0.53553486	0.015203582	0.015068604	0.120000005	0.1375	28.0	37.0	239.0608217716217
43	0.04565000161528587	0.043743014	0.04769504	0.1	0.0	22.162012	0.00034405006	0.0067291968	0.26463255	0.0	0.00039522754	0.008442669	0.29808745	0.0	176000	-9.313226e-10	-1.9557774e-08	0.0015408087	0.0016533231	-0.02860443	-0.03247313	-1.2964098e-05	-1.7938495e-05	0.59164345	0.5209107	0.015414793	0.015205493	0.12175	0.13225	31.0	37.0	244.56867694854736
44	0.04372500255703926	0.045624997	0.048402388	0.1	0.0	22.40341	0.00032621337	0.005222383	0.17613064	0.0	0.00010067786	0.0030331344	0.14922233	0.0	180000	-3.5390258e-08	1.1175871e-08	0.0020512072	0.0010772254	-0.02629409	-0.019331917	-2.746156e-05	-2.7662027e-06	0.5854739	0.5044072	0.015375236	0.015316648	0.10825001	0.096	30.0	18.0	249.8474509716034
45	0.04170000180602074	0.038715087	0.048462648	0.2	0.0	21.810057	0.0009929311	0.011174303	0.28395146	0.0	0.00016534755	0.003998265	0.14579105	0.0	184000	-3.3527613e-08	-2.3050234e-08	0.0017488189	0.0014029797	-0.030343888	-0.02652024	-3.2746902e-05	-5.84955e-06	0.57668227	0.49759054	0.015016161	0.015905961	0.12375	0.1135	40.0	26.0	255.29570484161377
46	0.042374998331069946	0.04577143	0.04946981	0.2	0.0	22.377142	0.00036413592	0.0062255855	0.19845971	0.0	3.8214795e-05	0.0017303193	0.10222585	0.0	188000	1.1175871e-08	1.1175871e-08	0.0021370882	0.0013247327	-0.026635615	-0.02574754	-1.8217514e-05	-9.97883e-07	0.5679486	0.49086925	0.0155100245	0.0154694505	0.11	0.114999995	29.0	26.0	260.59445786476135
47	0.04672499746084213	0.049485713	0.049387895	0.2	0.0	22.731428	0.00053039996	0.0072409674	0.20488563	0.0	0.00013337939	0.004368985	0.18908396	0.0	192000	2.8871e-08	-2.7939677e-08	0.0018660957	0.0017170447	-0.025722016	-0.025260348	-1.0940625e-05	-3.4843688e-06	0.5603145	0.4816511	0.015225672	0.015166044	0.12625	0.116	26.0	23.0	266.3614318370819
48	0.049274999648332596	0.048461538	0.048296425	0.1	0.0	23.461538	0.0006856806	0.0087471455	0.20925009	0.0	5.4977143e-05	0.0017524414	0.0898412	0.0	196000	1.8626451e-09	-8.381903e-09	0.001711747	0.001500085	-0.017303992	-0.024951294	-3.170129e-05	-8.18976e-06	0.5530087	0.4739795	0.015078851	0.01570903	0.09975	0.119500004	14.0	24.0	271.9345979690552
49	0.04464999958872795	0.03966851	0.047266737	0.1	0.0	21.740332	0.00068642816	0.006827427	0.15065348	0.0	8.359609e-05	0.0027561658	0.1581124	0.0	200000	-1.8626451e-08	-2.4680048e-08	0.001442882	0.001444821	-0.018871156	-0.033463642	-2.8515948e-05	-3.8943836e-06	0.5492266	0.46952185	0.01573724	0.015413596	0.100999996	0.13725	16.0	42.0	277.53766083717346
50	0.04207500070333481	0.041955307	0.047848437	0.1	0.0	22.173183	0.00069206965	0.007831288	0.1677281	0.0	4.4769564e-05	0.0019221187	0.106436096	0.0	204000	1.8626451e-09	-7.450581e-09	0.0017299701	0.0013212374	-0.020367134	-0.021011472	-2.3578876e-05	-2.7658825e-07	0.5434629	0.46065477	0.015454275	0.015456503	0.12175	0.11375	19.0	18.0	283.18622970581055
51	0.04542500153183937	0.05213415	0.050349575	0.2	0.0	24.182926	0.0012784884	0.011030161	0.19091359	0.0	0.00024336712	0.0060301344	0.2359981	0.0	208000	-1.9557774e-08	-3.1664968e-08	0.0019768442	0.0017419736	-0.02604517	-0.03289611	-3.8737373e-05	-8.599891e-06	0.5402537	0.45611697	0.015456259	0.015095361	0.119	0.13725	31.0	36.0	288.8502027988434
52	0.048900000751018524	0.048895348	0.04790313	0.1	0.0	23.098837	0.0012035466	0.010668076	0.18059745	0.0	8.4115025e-05	0.002049806	0.06481878	0.0	212000	-1.8626451e-09	9.313226e-10	0.0013956137	0.001707579	-0.020480633	-0.026757592	-4.608321e-05	-9.153533e-06	0.5338067	0.44766918	0.015034991	0.015009577	0.095750004	0.1225	24.0	26.0	294.34205079078674
53	0.04507499933242798	0.0401676	0.047407366	0.1	0.0	22.01676	0.0015839082	0.012743878	0.20636186	0.0	0.00014472335	0.0037243296	0.13843678	0.0	216000	-2.142042e-08	2.8871e-08	0.0016376965	0.0014462783	-0.025810797	-0.029793572	-4.0247192e-05	-2.9424264e-06	0.52883035	0.43774512	0.015203923	0.0152701195	0.122250006	0.1205	27.0	34.0	300.0572748184204
54	0.046424999833106995	0.054642852	0.050330963	0.2	0.0	23.559525	0.000918162	0.008152939	0.16473052	0.0	9.8566576e-05	0.0032811703	0.15726048	0.0	220000	-1.3038516e-08	3.1664968e-08	0.002247015	0.0014513361	-0.02501312	-0.029080143	-6.098111e-05	-3.2757234e-06	0.5191538	0.42756748	0.01522909	0.015283943	0.12475	0.13425	26.0	31.0	305.7941539287567
55	0.04752500355243683	0.04413408	0.047586493	0.1	0.0	22.206703	0.0015943253	0.011099139	0.15682796	0.0	0.000119182	0.0027119436	0.07541891	0.0	224000	4.1909516e-09	-5.5879354e-09	0.0014805878	0.0016722576	-0.02158083	-0.021382395	-4.098931e-05	-1.6267877e-06	0.5115991	0.42060393	0.015716624	0.015040856	0.11075	0.1295	23.0	14.0	311.1506938934326
56	0.046550001949071884	0.049221553	0.04790202	0.1	0.0	23.550898	0.0013000965	0.011107607	0.1976046	0.0	5.2624153e-05	0.00137237	0.05756115	0.0	228000	2.7939677e-09	2.142042e-08	0.0015696589	0.0017313994	-0.020747852	-0.030760914	-3.9645267e-05	-7.659168e-06	0.50734353	0.41751167	0.015190535	0.01594413	0.098	0.14649999	19.0	32.0	316.9246988296509
57	0.045125000178813934	0.043390807	0.047699936	0.1	0.0	22.56322	0.0016297539	0.012301809	0.22059923	0.0	0.00026678754	0.005644018	0.21213205	0.0	232000	-7.916242e-09	-1.4901161e-08	0.0015003649	0.0016149564	-0.02136334	-0.02430322	-4.1486986e-05	-5.868962e-06	0.50317115	0.40598223	0.01587918	0.0155492	0.11375	0.109249994	22.0	21.0	322.5524387359619
58	0.04569999873638153	0.04601156	0.04910458	0.19	0.0	22.890173	0.0019030184	0.013979957	0.24385414	0.0	0.00028887903	0.0051871566	0.13145393	0.0	236000	-3.7252903e-09	0.0	0.0018616068	0.001413679	-0.01658969	-0.02754175	-5.275107e-05	-6.015456e-06	0.50097704	0.40197754	0.0155866295	0.015135978	0.112749994	0.116	13.0	30.0	328.0491108894348
59	0.04775000363588333	0.047861274	0.04944248	0.2	0.0	22.83237	0.0018011155	0.011460541	0.15469164	0.0	0.00022722119	0.005081883	0.18562195	0.0	240000	8.1490725e-09	-1.4901161e-08	0.0019417229	0.001487169	-0.015490783	-0.02815491	-6.442322e-05	-8.550574e-06	0.49809495	0.3955204	0.0154469535	0.015045216	0.10125	0.12275	15.0	26.0	333.8293447494507
60	0.04842500016093254	0.05109091	0.04849265	0.1	0.0	23.878788	0.0029704398	0.017042488	0.22116956	0.0	0.00011579799	0.002777811	0.10246359	0.0	244000	-7.450581e-09	1.4901161e-08	0.0021170622	0.0011289022	-0.017094396	-0.016989816	-0.0001624171	-3.1127565e-06	0.4925618	0.3887591	0.015534408	0.015103446	0.1155	0.12550001	12.0	12.0	339.3628308773041
61	0.05052500218153	0.049760476	0.048964757	0.19	0.0	23.646708	0.0032972426	0.016356835	0.2143763	0.0	0.00028762882	0.004777754	0.15791956	0.0	248000	1.8626451e-09	2.6077032e-08	0.0016520375	0.0016049109	-0.022279907	-0.027587783	-7.722012e-05	-1.44182995e-05	0.48903137	0.38596538	0.015024267	0.01554683	0.108500004	0.116	26.0	28.0	345.11296701431274
62	0.05517499893903732	0.061446544	0.047910247	0.19	0.0	25.018867	0.0038620117	0.017904017	0.19539887	0.0	0.0005071935	0.0069164895	0.1798515	0.0	252000	-2.7939677e-09	-5.5879354e-09	0.002085876	0.0017484733	-0.024224758	-0.028234959	-0.00017370182	-1.4150661e-05	0.48609766	0.3822445	0.015279362	0.015470387	0.110249996	0.122	24.0	30.0	350.8816137313843
63	0.049300000071525574	0.039888892	0.04730503	0.1	0.0	21.866667	0.0055915723	0.021853592	0.2153769	0.0	0.0007431083	0.008236631	0.16574763	0.0	256000	1.1175871e-08	-1.6763806e-08	0.0014944684	0.0012445238	-0.015399448	-0.025576398	-0.00016834371	-1.6677135e-05	0.48326024	0.37732646	0.015820967	0.015037675	0.108500004	0.11825	12.0	24.0	356.83477878570557
64	0.0452749989926815	0.048176467	0.050441273	0.19	0.0	23.247059	0.005900615	0.023250302	0.23586762	0.0	0.00048475753	0.0059829797	0.14683482	0.0	260000	-2.7008355e-08	-4.656613e-09	0.0017012396	0.0017701734	-0.022053646	-0.022097278	-0.00013358856	-6.175198e-05	0.48083472	0.37595046	0.015114651	0.016512696	0.108500004	0.1185	25.0	19.0	362.72668075561523
65	0.04587499797344208	0.045804597	0.0503001	0.2	0.0	22.816092	0.006087207	0.022272622	0.20334116	0.0	0.00093446136	0.008569174	0.17724144	0.0	264000	3.7252903e-09	3.5390258e-08	0.0016252649	0.0016071408	-0.011433827	-0.022057105	-0.0001360462	-4.2589614e-05	0.4769666	0.3735021	0.015380299	0.015010724	0.108500004	0.121750005	9.0	19.0	368.4076738357544
